-1.1884,0.20801,-1.4897,-0.80406,-0.078661,-1.1606,-0.059313,1.0471,-0.036142,0.62632,1.5914,-0.54101,0.68376,-0.50188,2.4301,2.5165,0.15112,1.6675,-0.55942,-0.19587,0.72592,0.1226,-0.63891,-0.088788,0.12994,-0.19026,-0.46056,1.8217,-0.56408,-1.3381,0.094752,1.0757,-0.87556,-0.2343,0
1.2728,-0.5451,0.61024,-0.96328,-0.17554,-0.032049,-0.31134,-1.2363,1.7133,-0.03449,0.34887,-1.1968,-0.011883,0.1304,-0.72638,-0.83531,0.15112,0.70194,2.1031,0.9713,0.63035,-0.64765,-0.80363,-0.00079505,0.16221,0.32548,0.31023,0.77632,-0.67236,0.79926,-0.81234,-0.20102,-0.50228,-0.83731,0
-0.083416,-0.56511,0.84125,-0.64619,-0.050228,-0.14518,0.25829,0.23256,0.41369,-0.035182,-0.7143,1.4351,-0.60307,-0.1394,0.94848,-1.8291,0.15112,1.4503,0.73832,-0.0096266,-0.22539,-1.1376,-0.19301,-0.096295,0.16157,-1.2775,0.739,-0.60058,-0.25612,-0.9223,-0.41997,-0.0763,1.801,-1.9695,0
0.56287,0.94942,-1.4989,0.32829,0.01952,-0.40226,3.3589,1.0502,-6.0706,-0.047506,0.80446,-1.0268,-2.6583,-0.024317,0.26136,0.066549,0.15112,-0.38561,-3.8282,5.6824,0.74053,1.1783,1.0954,2.9638,0.13433,0.78958,-1.1315,-0.43085,-0.27851,-1.3352,0.86375,-1.8306,1.4759,0.3724,1
-1.7604,0.22733,0.75495,2.2486,-0.16616,-1.2498,0.67569,-1.2386,-0.26582,-0.19492,0.43917,-1.4053,-0.82682,-0.19939,0.7767,-1.5311,0.15112,1.5781,-0.975,-0.12983,-0.17936,0.098977,0.44636,0.59571,0.16218,1.4136,0.15621,-1.6399,-0.65369,0.46665,-0.51704,-1.2166,0.92479,-0.51149,0
-1.7634,-0.10273,-2.5808,-0.99164,-0.1554,-0.33667,0.67594,-0.74345,-0.32305,0.20074,1.6525,1.1143,-0.6838,-0.6581,3.2675,0.067317,0.15112,0.30089,-1.7108,-0.17945,0.33285,1.9149,0.12635,-0.11293,0.16155,-1.6518,-0.96682,1.3671,0.1644,-0.73425,0.087202,0.071519,1.012,0.59357,1
-1.6448,0.10691,0.15846,0.49971,-0.14512,-1.096,-0.27751,1.3107,0.16597,-0.088794,0.20876,1.5615,0.51467,-5.0438,-0.16809,-0.65721,0.15112,-0.15158,1.419,0.34001,-0.069496,-0.64521,0.61168,0.023181,-11.099,0.68367,1.2281,-0.62944,-1.4326,1.2425,-0.6562,0.48763,-0.79339,-0.1337,1
0.22914,0.77759,-0.66912,0.10891,-0.16902,-0.59649,0.30856,1.9749,0.01537,0.24419,-0.02288,-1.4976,0.050844,-0.70427,-0.51165,-0.6324,0.15112,1.4698,-0.05029,-0.28842,0.6255,0.014609,-0.073202,0.98693,0.16166,0.26074,1.2863,-0.83311,0.13785,-1.7821,0.745,-1.2172,1.3789,-0.54559,0
0.27818,-0.68644,0.50906,1.0174,-0.14763,0.10521,1.3062,0.4919,0.15868,0.4,-0.7126,0.040835,-3.8356,-0.50603,0.69081,0.29665,0.15112,-0.62656,0.72147,-0.22475,0.84796,0.35583,0.43418,-0.35237,-0.01652,-0.43783,-1.446,-0.9652,0.26763,0.5024,-1.7101,-1.2051,-0.41679,1.0822,1
0.51976,0.5384,-1.0573,0.43582,-0.12563,-0.80348,-1.5033,0.49509,0.9567,-1.7788,1.2715,-0.28931,3.332,-0.7736,1.8289,1.1662,-1.4609,-2.8438,1.4177,0.32734,0.99887,-0.24809,0.53864,-0.20199,0.088984,-1.2572,0.58491,-0.17475,-1.1227,-0.79575,-1.5624,0.58438,-0.93223,-0.49163,0
